source_file,source_kind,source_name,source_rule_or_case,generated_artifact,generated_line,coverage_status,isomorphism_status,executability_status,notes
wasm-3.0/1.1-syntax.values.spectec,def,$signif,def $signif(64) = 52,op $signif; eq/ceq $signif,552,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$expon,def $expon(N) : nat hint(partial),op $expon; eq/ceq $expon,233,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$expon,def $expon(32) = 8,op $expon; eq/ceq $expon,233,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$expon,def $expon(64) = 11,op $expon; eq/ceq $expon,233,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$M,def $M(N) : nat hint(show `M) hint(macro none),op $M; eq/ceq $M,156,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$M,def $M(N) = $signif(N),op $M; eq/ceq $M,156,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$E,def $E(N) : nat hint(show `E) hint(macro none),op $E; eq/ceq $E,146,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$E,def $E(N) = $expon(N),op $E; eq/ceq $E,146,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$fzero,def $fzero(N) : fN(N) hint(show $(+0)),op $fzero; eq/ceq $fzero,339,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$fzero,def $fzero(N) = POS (SUBNORM 0),op $fzero; eq/ceq $fzero,339,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$fnat,"def $fnat(N, nat) : fN(N)  hint(show $(+%))",op $fnat; eq/ceq $fnat,251,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$fnat,"def $fnat(N, n) = POS (NORM n 0)",op $fnat; eq/ceq $fnat,251,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$fone,def $fone(N) : fN(N)  hint(show $(+1)),op $fone; eq/ceq $fone,255,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$fone,def $fone(N) = POS (NORM 1 0),op $fone; eq/ceq $fone,255,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$canon,def $canon_(N) : nat,op $canon; eq/ceq $canon,199,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$canon,def $canon_(N) = $(2^($signif(N)-1)),op $canon; eq/ceq $canon,199,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$utf8,def $utf8(char*) : byte*,op $utf8,618,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$funcsxx,"def $funcsxx(externidx*) : typeidx*      hint(show $funcs(%))   hint(macro ""funcsxx"")",op $funcsxx; eq/ceq $funcsxx,334,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$globalsxx,"def $globalsxx(externidx*) : globalidx*  hint(show $globals(%)) hint(macro ""globalsxx"")",op $globalsxx; eq/ceq $globalsxx,344,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tablesxx,"def $tablesxx(externidx*) : tableidx*    hint(show $tables(%))  hint(macro ""tablesxx"")",op $tablesxx; eq/ceq $tablesxx,599,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$memsxx,"def $memsxx(externidx*) : memidx*        hint(show $mems(%))    hint(macro ""memsxx"")",op $memsxx; eq/ceq $memsxx,517,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tagsxx,"def $tagsxx(externidx*) : tagidx*        hint(show $tags(%))    hint(macro ""tagsxx"")",op $tagsxx; eq/ceq $tagsxx,605,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$funcsxx,def $funcsxx(eps) = eps,op $funcsxx; eq/ceq $funcsxx,334,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$funcsxx,def $funcsxx((FUNC x) xx*) = x $funcsxx(xx*),op $funcsxx; eq/ceq $funcsxx,334,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$funcsxx,def $funcsxx(externidx xx*) = $funcsxx(xx*)  -- otherwise,op $funcsxx; eq/ceq $funcsxx,334,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$globalsxx,def $globalsxx(eps) = eps,op $globalsxx; eq/ceq $globalsxx,344,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$globalsxx,def $globalsxx((GLOBAL x) xx*) = x $globalsxx(xx*),op $globalsxx; eq/ceq $globalsxx,344,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$globalsxx,def $globalsxx(externidx xx*) = $globalsxx(xx*)  -- otherwise,op $globalsxx; eq/ceq $globalsxx,344,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tablesxx,def $tablesxx(eps) = eps,op $tablesxx; eq/ceq $tablesxx,599,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tablesxx,def $tablesxx((TABLE x) xx*) = x $tablesxx(xx*),op $tablesxx; eq/ceq $tablesxx,599,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tablesxx,def $tablesxx(externidx xx*) = $tablesxx(xx*)  -- otherwise,op $tablesxx; eq/ceq $tablesxx,599,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$memsxx,def $memsxx(eps) = eps,op $memsxx; eq/ceq $memsxx,517,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$memsxx,def $memsxx((MEM x) xx*) = x $memsxx(xx*),op $memsxx; eq/ceq $memsxx,517,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$memsxx,def $memsxx(externidx xx*) = $memsxx(xx*)  -- otherwise,op $memsxx; eq/ceq $memsxx,517,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tagsxx,def $tagsxx(eps) = eps,op $tagsxx; eq/ceq $tagsxx,605,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tagsxx,def $tagsxx((TAG x) xx*) = x $tagsxx(xx*),op $tagsxx; eq/ceq $tagsxx,605,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$tagsxx,def $tagsxx(externidx xx*) = $tagsxx(xx*)  -- otherwise,op $tagsxx; eq/ceq $tagsxx,605,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-opt,def $free_opt(free?) : free,op $free-opt; eq/ceq $free-opt,299,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-list,def $free_list(free*) : free,op $free-list; eq/ceq $free-list,290,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-opt,def $free_opt(eps) = {},op $free-opt; eq/ceq $free-opt,299,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-opt,def $free_opt(free) = free,op $free-opt; eq/ceq $free-opt,299,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-list,def $free_list(eps) = {},op $free-list; eq/ceq $free-list,290,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-list,def $free_list(free free'*) = free ++ $free_list(free'*),op $free-list; eq/ceq $free-list,290,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-typeidx,def $free_typeidx(typeidx) : free,op $free-typeidx; eq/ceq $free-typeidx,315,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-funcidx,def $free_funcidx(funcidx) : free,op $free-funcidx; eq/ceq $free-funcidx,281,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-globalidx,def $free_globalidx(globalidx) : free,op $free-globalidx; eq/ceq $free-globalidx,283,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-tableidx,def $free_tableidx(tableidx) : free,op $free-tableidx; eq/ceq $free-tableidx,309,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-memidx,def $free_memidx(memidx) : free,op $free-memidx; eq/ceq $free-memidx,294,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-elemidx,def $free_elemidx(elemidx) : free,op $free-elemidx; eq/ceq $free-elemidx,272,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-dataidx,def $free_dataidx(dataidx) : free,op $free-dataidx; eq/ceq $free-dataidx,267,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-localidx,def $free_localidx(localidx) : free,op $free-localidx; eq/ceq $free-localidx,292,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-labelidx,def $free_labelidx(labelidx) : free,op $free-labelidx; eq/ceq $free-labelidx,288,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-externidx,def $free_externidx(externidx) : free,op $free-externidx; eq/ceq $free-externidx,277,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-tagidx,def $free_tagidx(tagidx) : free,op $free-tagidx; eq/ceq $free-tagidx,312,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-typeidx,def $free_typeidx(typeidx) = {TYPES typeidx},op $free-typeidx; eq/ceq $free-typeidx,315,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-funcidx,def $free_funcidx(funcidx) = {FUNCS funcidx},op $free-funcidx; eq/ceq $free-funcidx,281,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-globalidx,def $free_globalidx(globalidx) = {GLOBALS globalidx},op $free-globalidx; eq/ceq $free-globalidx,283,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-tableidx,def $free_tableidx(tableidx) = {TABLES tableidx},op $free-tableidx; eq/ceq $free-tableidx,309,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-memidx,def $free_memidx(memidx) = {MEMS memidx},op $free-memidx; eq/ceq $free-memidx,294,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-elemidx,def $free_elemidx(elemidx) = {ELEMS elemidx},op $free-elemidx; eq/ceq $free-elemidx,272,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-dataidx,def $free_dataidx(dataidx) = {DATAS dataidx},op $free-dataidx; eq/ceq $free-dataidx,267,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-localidx,def $free_localidx(localidx) = {LOCALS localidx},op $free-localidx; eq/ceq $free-localidx,292,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-labelidx,def $free_labelidx(labelidx) = {LABELS labelidx},op $free-labelidx; eq/ceq $free-labelidx,288,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-tagidx,def $free_tagidx(tagidx) = {TAGS tagidx},op $free-tagidx; eq/ceq $free-tagidx,312,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-externidx,def $free_externidx(FUNC funcidx) = $free_funcidx(funcidx),op $free-externidx; eq/ceq $free-externidx,277,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-externidx,def $free_externidx(GLOBAL globalidx) = $free_globalidx(globalidx),op $free-externidx; eq/ceq $free-externidx,277,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-externidx,def $free_externidx(TABLE tableidx) = $free_tableidx(tableidx),op $free-externidx; eq/ceq $free-externidx,277,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-externidx,def $free_externidx(MEM memidx) = $free_memidx(memidx),op $free-externidx; eq/ceq $free-externidx,277,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.1-syntax.values.spectec,def,$free-externidx,def $free_externidx(TAG tagidx) = $free_tagidx(tagidx),op $free-externidx; eq/ceq $free-externidx,277,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$ANYREF,def $ANYREF    : reftype hint(show ANYREF),op $ANYREF; eq/ceq $ANYREF,144,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$EQREF,def $EQREF     : reftype hint(show EQREF),op $EQREF; eq/ceq $EQREF,147,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$I31REF,def $I31REF    : reftype hint(show I31REF),op $I31REF; eq/ceq $I31REF,152,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$STRUCTREF,def $STRUCTREF : reftype hint(show STRUCTREF),op $STRUCTREF; eq/ceq $STRUCTREF,171,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$ARRAYREF,def $ARRAYREF  : reftype hint(show ARRAYREF),op $ARRAYREF; eq/ceq $ARRAYREF,145,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$FUNCREF,def $FUNCREF   : reftype hint(show FUNCREF),op $FUNCREF; eq/ceq $FUNCREF,151,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
wasm-3.0/1.2-syntax.types.spectec,def,$EXNREF,def $EXNREF    : reftype hint(show EXNREF),op $EXNREF; eq/ceq $EXNREF,148,SOURCE_DEF_COVERED_AS_EQ_CEQ,STRUCTURAL_DEF_LOWERING,STRUCTURAL_NOT_FULLY_EXECUTION_TESTED,Source def operator/arguments statically found in Maude op/equation/rewrite lowering.
